adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/tFT3gtHUmOL6w4v7LNF6GeBrNOc.jpg,"[28, 18, 14]",685123,hi,Cobra Girl,A princess attempts to win back her kingdom from a powerful shape-shifting sorcerer.,0.6,/wWJ773sJHvTdto20vT8rIzyd4ZU.jpg,1963-01-01,Cobra Girl,False,0.0,0
False,,[18],684218,hi,Phir Ussi Mod Par,"A pregnant Naaz who is given triple talaq by her husband Shahid, can't take the shock and tries to kill herself. She is saved by Rasheed who marries her and gives her a new lease of life. However, when later in life she comes across a triple talaq situation, she chooses to fight it rather than let go.",1.136,/dOdh5LPeCSxBKR3cXfyRGegslB0.jpg,2019-04-12,Talak! Talak! Talak!,False,0.0,0
False,,[],671971,hi,Shejari Shejari,Preeti's marriage is on the rocks at the same time she comes to know that she can get hold of her property only if she has good relations with her husband.,1.4,,1991-01-25,Shejari Shejari,False,0.0,0
False,/tE7dD6fRDkBfkNFBB8KUzGThwCu.jpg,[],660415,hi,Pasand Apni Apni,"Bollywood-on-Thames: East meets West in a tale of two loves in 70s London  This is modern romance, East-meets-West, Britain-meets-Bollywood style! Rajesh is torn between Rita, his cosmopolitan London girlfriend, and Sita, the Indian bride his mother has arranged for him. When his mother falls ill, Rajesh reluctantly agrees to marry Sita to please her. But their marriage struggles as Sita's traditional, homely ways are at odds with Rajesh's Western inclinations. If only Sita was more like Rita! (Hint: both Rita and Sita are played by the same actress, Simi Garewal.) Who wins in East versus West?",0.876,/7ek5dRiJUprjlwu9P4zN57LYiun.jpg,1971-01-01,Pasand Apni Apni,False,0.0,0
False,/wPNqKqFLmdD9T2CctXgOXovRDxt.jpg,"[10402, 10749, 53]",630670,hi,Janleva 555,,0.909,/gDZMk89cbEM7zt0LlNso4QZ4uld.jpg,2012-10-18,Janleva 555,False,4.0,1
False,,[],628419,hi,Prithvi Vallabh,"The story revolves around two kings, Prithvi Vallabh (Munj) of Avantipur who is kind and just, and Tailap, a neighboring king who is cruel. With the help of his sister Mrinalvati (Durga Khote) and another neighbouring king Bhillam (K. N. Singh), Tailap manages to capture Prithvi Vallabh. The rest of the film follows incidents following his captivity.",0.627,/fI4PVjmcjqNUEEIxUhLGkNNTDDu.jpg,1943-01-01,Prithvi Vallabh,False,0.0,0
False,,[18],607698,hi,Nirmal Anand Ki Puppy,"After being diagnosed with a health condition, an ambitious pharma salesman is forced to reexamine his life’s priorities, and embarks on a new path that he believes will make him happy.",0.916,/tRMqUOorZuLZWBoqkDTZuVqMjrt.jpg,2019-07-11,Nirmal Anand Ki Puppy,False,10.0,1
False,,[18],604175,hi,Mera Karam Mera Dharam,"Ajay Shankar Sharma and his mom, Shivani, live a poor lifestyle until one day when Shankar's maternal uncle, Deviprasad, comes to visit them and bequeaths a large estate and wealth for their well-being, on the condition that they improve their home-town Sundergarh, the responsibility of which lies on Deviprasad's son, Sarjuprasad.",0.6,,1987-07-02,Mera Karam Mera Dharam,False,0.0,0
False,,[],589287,hi,Inshallah,A man on a secret mission to weed out anti-national elements from within a family encounters many road blocks before success,0.876,,,Inshallah,False,0.0,0
False,,"[18, 10402, 10749]",573842,hi,Nartaki,"Roop Kumari (Leela Desai) a famous court dancer is forbidden entry into a temple monastery run by a strict disciplinarian Priest. The cast listed here is for the Hindi version, there is also a Bengali version with a different cast, but same director and release year.",0.627,/ziwKLnHjhz63VedwlNRzZukAWld.jpg,1940-12-24,Nartaki,False,0.0,0
False,,[],569669,hi,Mitti Aur Sona,A young man rebels against his affluent family when they disapprove of his relationship with a woman from a lower economic background.,0.906,/7oL02vOOlDLA5rFCMxMK8aHTj2b.jpg,1989-07-28,Mitti Aur Sona,False,3.0,1
False,,[18],566740,hi,Jaane kyun de yaaron,Two boys with the dreams to change their ordinary lives change the entire corruption system as they take a stand against police brutality with the little help of a benevolent guardian.,0.633,/5SOYgKRmGE1ychsHOct1uUhdHSU.jpg,2018-02-16,Jaane kyun de yaaron,False,0.0,0
False,,"[35, 18, 10402]",563015,hi,Film Hi Film,Pran struggles to make a film with newcomers but nobody is willing to finance his flick.Many big stars of 70/80's have special appearances.,0.6,,1983-05-13,Film Hi Film,False,0.0,0
False,/9Ptq6Soo1bHRFpqKOd3yTDGp0kr.jpg,[18],553480,hi,रुक्मावती की हवेली,Federico Garcia Lorca's Spanish play The House of Bernarda Alba Indianised in it's setting and treatment of the story.,0.6,/f08CyquL4u4uoaKVKMOkVlGv4GM.jpg,1991-01-01,Rukmavati's Mansion,False,0.0,0
False,,"[10751, 18]",543951,hi,Dulha Bikta Hai,"Deepak is the only son in the Walia family. His dad has passed away, leaving him responsible for his widowed mom, and two sisters, who are now of marriageable age. Deepak is on the lookout for suitable grooms, and does find two of them, but is unable to go through with the marriages, as both of the grooms' dads demand a large dowry. Deepak then decides to marry Seema and Rita, the grooms' sisters, as well as carry on wooing his girlfriend, Shayla, with a view of collecting enough dowry from these two marriages, to marry his sisters. The question is will Deepak get away with this blatant act of proposed bigamy?",1.4,/pF2AzHiIN9Ae9TVfCDdXreRQ7QL.jpg,1982-01-01,Dulha Bikta Hai,False,5.0,0
False,/gCNj6yGVgTUUTpPoODUgEzyGTr9.jpg,"[28, 35, 18, 10751]",543947,hi,दिलदार,"Banke wants to marry the daughter of the village sarpanch, Parvati, but is turned down because he is an illiterate person. Thereafter, Banke vows to marry a woman who is more educated than Parvati.",0.876,/mQD8S64IchtyTtpWwTV0rQ527m6.jpg,1977-01-01,Dildaar,False,0.0,0
False,,[18],515206,hi,MUM,An eight-year-old Mamta is struggling with her homework. She gains the attention of her always strict class teacher as she reads from the unwritten essay on Mother; leaving the class teacher distressed.  Mum has won 19 international awards and is selected/nominated in 70+ film festivals across the globe. Mum also qualifies for the Oscars 2019,0.883,/1y9lKsiPbV0XutkX9jOY1oVbYAs.jpg,2017-08-11,Mum,False,0.0,0
False,/5bLT5iJeEmdPAkYvbEYVqF0L5FZ.jpg,"[80, 18, 9648, 10749, 53]",509746,hi,जब अन्धेरा होता है,"The city is rocked by a serial killer who only kills young women at night, so women don't want to step outside the house when it turns dark.",0.6,/2zfQsb3F4iARrX165U4C5MQC21x.jpg,1974-06-03,Jab Andhera Hota Hai,False,0.0,0
False,/s48AV6z5QiR5zZ56CgmaWNzmA7U.jpg,"[10749, 18]",498918,hi,Phir Se,"The paths of a man and a woman, who have both been recently divorced from their spouses, intersect at an art exhibition in London.",1.4,/qYlruGLUbinjSJXuujRp99HLAUT.jpg,2018-01-15,Phir Se,False,6.0,4
False,,[],493958,hi,College Campus,Apoorva college is few miles away from Mumbai city and the students are wayward. The college and the students face a survival crisis when the owner of the college plans to sell it off. The students and the principal decide to fight to save it. Will they succeed?,0.879,/5iM1b2GVBbIDQR81PYUDJPO4Spu.jpg,2011-01-01,College Campus,False,0.0,0
False,,[],488353,hi,Mantostaan,"Based on the four most controversial short stories of the legendary Urdu writer Saadat Hassan Manto, Mantostaan sheds light on the inhumane side of mankind. Set during the Indo-Pakistan partition in 1947, the movie highlights the retributive genocide between the religions, killing as many as 20,00,000 people and displacing over 14 million people.",1.192,/g5dmUZII7nQXomTQGzniMsIZifZ.jpg,2017-05-05,Mantostaan,False,6.0,2
False,,"[10749, 18]",463318,hi,Jawaani,"When Sanam's family opposes to her relationship with Karan, they elope together. Karan's friend, Uncle Joe, saves them from the goons who hunt them down and suggests them to take a holiday.",1.4,/gTDyKlUJPs8065hIOR1MZJ3Pa6J.jpg,1984-01-01,Jawaani,False,0.0,0
False,,[],433250,hi,James Bond 777,"The adventures of Kishore, a ""James Bond 777"" CBI agent, as he and heroine Sopa battle criminal mastermind ""Boss"" and his gang which includes whip-cracking Jamilla and a trio of highly trained dogs.",1.126,/bjRcdYNo7DX0WPegTAAvZAxKtPu.jpg,1971-01-01,James Bond 777,False,0.0,0
False,,"[18, 10402]",420494,hi,Basant,"Uma (Mumtaz Shanti) and Babul (Suresh) are poor and homeless siblings. Both of them have got singing talent but are unable to find any job. Then they meet Nirmal who is younger brother of theater owner Janki Babu. Nirmal persuades his brother to give them a chance. After seeing their talent, Janki Babu also admires Uma and gives her leading role at his theater. Then Nirmal and Uma fall in love with each other and get married. However, Nirmal has a misunderstanding that his elder brother also likes Uma and wanted to marry her. He does not approve of Uma's job in theater but himself is struggling to find a job. Uma leaves the job and they also also leave Janki babu's house. Now they have a small baby daughter, Manju. But soon they see the true face of poverty and struggle to cope with it.",1.157,/njpGF4FVyTGQ7lLyoNaLGx2lByU.jpg,1942-01-02,Basant,False,6.0,1
False,,"[35, 18]",416578,hi,Pyaar Ka Din,"Life without friends is like living in hell but when you have friends who are no less than devils, your life can be a living hell. Love Day - Pyaar Ka Din explores the journey of three childhood friends; Monty (Ajaz Khan), Sandy (Sahil Anand) and Harry (Harsh Nagar). Sandy and Harry often fall into trouble due to Monty’s antics. Sandy’s and Harry’s families do not approve of their friendship with Monty and separate the three friends. However, Monty returns to his friend’s lives after five years with a plan that would make them all rich. Monty’s plan backfires and his friends land into trouble again. Will Sandy and Harry regret their lifelong friendship?",1.4,,2016-10-14,Love Day,False,6.0,2
False,/4DDb3t0HmlzhNOFkGK43KIlr5qW.jpg,"[18, 12]",414440,hi,Sunshine Music Tours and Travels,"Sunshine Music Tours And Travels is a 2016 Indian comedy-drama road film, directed by Shailendra Singh and produced by Hayre Entertainment and Percept Pictures. Besides being Singh's directorial debut after producing 74 films in Bollywood, the film is also the world's first music festival - brand fictional film.",1.4,/pzIyBs24SR18l9tHfdTp9YmkbaP.jpg,2016-09-02,Sunshine Music Tours and Travels,False,8.0,1
False,,[],405813,hi,The Eight Column Affair,"The journey of news coming alive, when an athlete featured on the front page falls in love with a tennis starlet featured on the last page of a newspaper.",1.216,,1987-01-01,The Eight Column Affair,False,6.167,3
False,/csolqmbmh2Qu4WdrEvU2oxqnEeO.jpg,"[10402, 18]",404230,hi,Ghar Grihasti,"Young, attractive, and compassionate Janki Deshmukh lives in a small flat with her elderly mom, Basanti; her disabled father who is awaiting a Court decision for compensation for losing his left arm; brother Mangesh who is busy looking for a job; younger sister, Sharuvir alias Sharu; and a physically handicapped brother, Banthu. She works as a Receptionist, with an employer, Jagdish, who secretly adores her.",1.4,/yJpxCj4Ujv1SIVjaPK1xqWRGMrb.jpg,2004-06-29,Ghar Grihasti,False,0.0,0
False,,"[18, 80]",401465,hi,Anubhav,"Jaikishan and Reema are in love with each other but live a poor lifestyle in India and are unable to marry. Jaikishan decides to seduce and marry a wealthy heiress, Monica, who he can subsequently divorce, take possession of her wealth, and then re-marry Reema.",0.627,,2003-06-09,Anubhav: An Experience,False,0.0,0
False,,[28],384225,hi,Aadhi Naath,"A man, with the aim of killing the person responsible for his family's murder, finds a girl with the similar history, and they both unite for the common aim.",0.6,,2006-01-14,Aadhi Naath,False,0.0,0
False,/ekesYb9pz5FSsyKajQBeB8xDGfw.jpg,[99],372842,hi,Lal Bhi Udhaas Ho Sakta Hai,"This  film  explores  various  aspects  of  litterateur  and  painter  Ram  Kumar's  personality by  structuring the film around his stories and paintings, traveling between fragments of his past, present, fiction and imagery.  It strives of etch out the synthesis of word and image in Ram Kumar's creations, presenting it  as  a  portrait  of  the  artist  himself. The  text  used  in  the  film  is  from  various  short  stories  by  Ram Kumar.",0.911,/76Ev9aR7ivCJuVxFcITvktmGftU.jpg,2015-11-01,Even Red Can Be Sad,False,10.0,1
False,,[],366814,hi,Qatil,Qatil overview,1.126,/rY6GxO31t91UfjZDBDNmnJtgwl6.jpg,1988-01-01,Qatil,False,0.0,0
False,,[18],347575,hi,संशोधन,"The amendment in the law, making it compulsory for one-third of the Gram Panchayat representatives to be women, is not received favourably by the ruling Sarpanch of the village, Thakur Ratan Singh. Although he puts up a front of being in favour of the idea, along with his son Inder Singh, he conspires to field wives of friends, whom he hopes he can control through their husbands and through the caste network. Vidya, wife of Bhanwar Singh who is indebted to the Thakur, is one of the newly elected women Panchayat members. Vidya, who is educated, notices that the political empowerment of women is only on paper and in reality decision-making still continues to be with the manipulative old guard. Vidya decides it is time for a change.",0.906,/hNL98qnfRFOzYEjXLtUb6klExhE.jpg,1996-01-01,Sanshodhan,False,6.0,1
False,,[18],339237,hi,Tara: The Journey of Love and Passion,"An Indian gypsy woman is outlawed from her house by her husband, allegedly for adultery, when she is already nine months pregnant.",1.19,,2013-07-12,Tara: The Journey of Love and Passion,False,6.0,2
False,,"[14, 12, 28]",330404,hi,Ram Bhakta Hanuman,"Ravana (Niranjan Sharma) orders Maricha to turn into a deer to entice Sita (Sona Chatterjee) with the notion of kidnapping her. Rama (Trilok Kapoor), Lakshman (Prabhash Joshi) and Sita are in the Panchavati forest for their fourteen year exile. Espying the golden deer sent by Ravana to lure Rama away, Sita asks Rama to get it. On hearing a cry of pain she sends Lakshman after his brother thinking he’s hurt. Ravan comes in the guise of a hermit begging alms and makes Sita step over the Lakshman Rekha (line), Lakshman had drawn around their cottage for her safety, asking her not to step beyond it. In their search for Sita, Ram and Lakshman meet Hanuman (S. N. Tripathi) whom they help in the fight between Sugriva and Bali. Hanuman then helps in finding Sita. (Wikipedia)",1.4,/3RtFRA4gIBsgcKg3jskR108nlDf.jpg,1948-01-01,"Hanuman, The Worshipper of Lord Rama",False,5.0,3
False,/brxDYRZYLe6IY48cwH25ZwAvibJ.jpg,"[18, 35]",325891,hi,Gora Aur Kala,"The Emperor of a distant Kingdom in India is overjoyed when his wife gives birth to twin sons. Before he could announce his joy openly, his enemies, Zoravar and Shamsher, take over the castle, killing him instantly. His loyal employees, Prithvi and Dilawar, escape with the children - one son ends up with a blood disorder that discolors his skin and leaves his left arm paralyzed, and is left with a dacoit. The other son is brought up by Army Chief Prithvi Singh, while the empress herself is held captive. Years later, the sons have grown up, the one with the dacoits is called kaali Singh, while the other is called Karan. The twins come to know of each other's existence, they reunite, and free their mother. But there is one thing that divides the twin - the beautiful Princess Anuradha.",1.4,/Amp8qYLxSAoAKuym1sqpcKG1Xe7.jpg,1972-12-22,Gora Aur Kala,False,5.0,2
False,,[],317550,hi,Yaadgar,"Abandoned by his mother and raised by an assassin, Bhanu (Manoj Kumar) blossoms into an adult and becomes the beloved leader of the Pol Khol Mandi. But a chance meeting with a beautiful girl (Nutan Behl) puts his promising young life in danger. It seems the Maharaja (Tiwari) wants Bhanu dead and will do anything to keep him from spoiling his election campaign. Even murder isn't out of the question.",0.626,,1970-01-02,Yaadgar,False,0.0,0
False,,[],306406,hi,Gaiir,Bollywood 2009,0.6,/9bj9Y8NO0eezc8mEa8Sbhl6UWR6.jpg,2009-11-06,Gaiir,False,5.0,2
