adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,,"[28, 18, 53]",433706,hi,Gangster,"The story is about a priest, Father Ferriera, who unwittingly becomes a witness to the rape and murder of a village woman by the rich man of the village, Chandulal Seth. Father Ferriera is framed for the crime by Chandulal Seth and is sent to the jail instead. During the jail time spent Father Ferriera develops a good friendship with some of the jail mates. On release from the jail, he along with his former jail mates decide on taking revenge with Chandulal Seth who is now one of the richest jewelers of the world.",2.886,/npV1DpQi1pbhfYrcJMmX2DhQ6qT.jpg,1994-05-08,Gangster,False,5.0,1
False,/jGjNcpjP1x03gjHGmixQS0hWlTC.jpg,"[10749, 18, 9648]",306423,hi,(कुदरत),"The setting is in scenic Simla, summer capital of the British Raj in the 1970's. Chandramukhi from Bombay is on holiday with her parents and so is Naresh, a US educated medical professional with his parents. Chandramukhi and Naresh show interest in each other, encouraged by their parents. Choudhary Janak Singh, an important and wealthy man lives with his lawyer daughter Karuna in a lovely colonial period mansion. Their house-guest Mohan, a lawyer from Chandigarh is a protege of Janak Singh. Karuna and Mohan develop a romantic interest. The story of Paro and Madho, who lived in pre-independence India comes to affect the present.",1.423,/sruO8cSFKI60mYmWFz8O8H9fp8W.jpg,1981-04-03,Kudrat,False,6.0,1
False,/sHwpxZgQ8S2xHI97epvIgvmnRZk.jpg,"[35, 10749, 18]",72568,hi,एक लड़का एक लड़की,"A daughter returns to her deceased father's estate. She discovers that her uncle, who looks after the estate, has been embezzling her father's money.",1.756,/fvGmuVDWC0GWcLqFspNTsrFxhmw.jpg,1992-06-19,Ek Ladka Ek Ladki,False,6.7,5
False,,"[18, 53]",463320,hi,Katputtli,"Lisa's dress is soaked in blood and her coat is loaded with money but she can't remember who she is. Her husband, Arjun, a famous surgeon, tries his best to help her recollect things.",1.698,/2X80xXio3Jhk9VWg6qBqZsywbpZ.jpg,2006-08-18,Katputtli,False,4.3,3
False,,"[27, 9648]",20507,hi,अज्ञात,"A film unit goes for a shoot deep into a forest, they settle at a place with bare minimal facilities run by a strange and quirky man called Setu.",1.598,/d1v7dk1f1N2OfxQtD8q4w2XKnX7.jpg,2009-08-07,Agyaat,False,3.4,8
False,,"[28, 18]",914939,hi,Phool Aur Aag,Deva's good deeds and actions are generally misunderstood by a lot of people including Jaswant; and his deeds are also deliberately twisted by his enemies including Choudhury.,2.386,/lQAP8DT95xUhDsstaIl4PjT1NeN.jpg,1999-05-14,Phool Aur Aag,False,10.0,1
False,/wbzwauyeaSVAWq3l5vBXOx58x2.jpg,"[18, 10751]",82439,hi,परिचय,"An unemployed young man (Jeetendra) takes a job to tutor unruly grandkids of Rai Sahab (Pran) and brings out respect, appreciation and hard work hidden deep inside them.",3.312,/zPWadyPx6QTxduBkOmA9mIN48nJ.jpg,1972-10-18,Parichay,False,5.5,4
False,/giPv6UCpkmsSrEhiQOgt2lXS44n.jpg,"[28, 18]",295350,hi,देसी काटते,"Desi Kattey is the story of two orphans who grow up in a remote village, making country guns to earn their livelihood. The film traces their journey, as they go on to become national level shooters.Desi Kattey is based in a small village of the Kanpur District of Uttar Pradesh, Mungera, which is famous for its geographical location i.e. at the shore of Holy river Ganga and manufacturing cum production of the country made guns, this story is about two young kids Pali and Gyani. Pali and Gyani alike other orphan kids with no support system work as a labor in one of such country made gun manufacturing factory for their survival.",1.888,/jneARHyP4imMcrXQgsrbfkrnRQa.jpg,2014-09-26,Desi Kattey,False,6.0,1
False,,[10749],161416,hi,मझधार,"Although Krishna and Radha are in love, their class differences prevent them from getting married; Radha eventually marries a man named Gopal, but leaves him soon after giving birth to her daughter without giving notice.",2.384,/njhJlQiysb1oNRwfNEBI3tAKvaJ.jpg,1996-03-29,Majhdhaar,False,4.0,1
False,,[53],97335,hi,Bullet,"Plain-clothes Inspector Dharam Dev is hot on the tracks of notorious underworld don, Durgaprasad, alias ""D.P."" But Durgraprased is not only elusive, but shrewd and cunning as well, and spreads of web of lies and deceit, and entraps Dharam in it, and a result of which Dharam himself becomes a suspect for murder, and is arrested.",3.194,/ffIxLG2w2C5d3kXexnVXp8DG0u4.jpg,1976-12-28,Bullet,False,4.667,3
False,,[],683193,hi,Clerk,A story about the trials and tribulations of retired soldier Satyapati and his sons,1.417,/k2g09heOQoa09PPtS9D7AaNlzIu.jpg,1989-03-27,Clerk,False,1.0,2
False,/dUMu0ZsOFbh8NOomMxI5JoBlYCE.jpg,[18],33103,hi,पूरब और पश्चिम,Bharat is a patriotic Indian who's father was an Independence fighter. He goes to London and is disappointed to see that the NRI's staying there criticized everything Indian and were wasting their life away. Prithi (Siara Banu) is one such NRI who falls in love with Bharat but refuses to go back to India with him.,1.814,/qx1vMHlXRRoTjzhzvz7lJCQZOuT.jpg,1970-01-01,Purab Aur Pachhim,False,4.6,7
False,/v2MLX1Kr3PpNQC3Fss85OugK0er.jpg,"[35, 18]",21224,hi,Barah Aana,"Barah Aana is a comedy of real life set in today's Mumbai. The story revolves around three unlikely friends: a driver (Naseeruddin Shah), a watchman (Vijay Raaz) and a waiter (Arjun Mathur). The driver is an older man, stoic but dependable. The watchman, in his 30's, is a pushover at work but otherwise mischievous. The waiter is a young, swaggering chap, brimming with ambition. Living together, their different attitudes make for an interesting banter.At some point, misfortune befalls the watchman, and due to a series of chance events, he stumbles into a crime. Striking upon a seemingly low-risk way to make good money, and discovering a new sense of self-confidence, he tries to entice the others to join him in a series of such crimes. Cat and mouse games ensue between the three as personalities change, but events soon spiral out of control, leading them in a direction that none of them had ever wanted to take...",1.417,/pUtLT7wxkkxOXB14BIwvnsGMCPf.jpg,2009-03-13,Barah Aana,False,5.3,3
False,,"[28, 35]",14468,hi,एक चालीस की लास्ट लोकल,Comic thriller about two people who miss the last local train and how missing the train changes the course of their lives forever.,2.676,/A0pnt4G4d93Agg14YL4GCbZVdr6.jpg,2007-05-18,Ek Chalis Ki Last Local,False,6.368,19
False,,[],302934,hi,Taaqat,"Two powerful and strong-armed gangsters work for opposite political parties. Bhau works for Anil Rege, while Shakti works for Babbanrao. Both believe that that these two political leaders will provide a better life for the poor and the needy. Their hopes are dashed when both Anil and Babban patch up their differences, and decide to unite, and lead a corrupt life-style, while pitting both the gangsters against each other.",2.164,/yPfY8BnhUQ5wk2ZFhaxJJnCdQsa.jpg,1995-06-23,Taaqat,False,4.5,2
False,/p0zDKWmm2e5EPYtx7dQL8HRyQnO.jpg,"[18, 28]",331192,hi,Hatya,"After the passing away of his wife, Sheila, and child, Raja, Sagar takes to drinking as well as singing and dancing at weddings and special occasions. Intoxicated heavily after one such event, he comes across a young male child lying in a garbage can, and takes him home. He subsequently comes to know that the child, who he decides to name Raja, is deaf-mute since birth, and decides to adopt him. Sagar's life will be turned upside down when a wealthy businessman, Kailash Nath, files a police complaint alleging that Raja is his grandson, and Sagar may have abducted and killed Raja's mom. Tortured and held in a cell, Sagar does not know that Raja's life is in danger by killer(s) who believe Raja saw them commit a murder.",3.194,/1B1EhhwsaQqxDHGujSYpFdpNNzl.jpg,1988-06-03,Hatya,False,6.333,3
False,,"[35, 18]",305255,hi,Kirayadar,"Although scores of people migrate to Bombay, from all over India, most do not even have a roof to live under. Some who are lucky manage to find accommodations but pay very high rents, and others who find accommodations refuse to vacate under any circumstances. Two such tenants are Mrs. Laxmi Abhyankar and her employed daughter, Jaya, who live in a flat in Pali Hill area. They had rented this flat from Lucknow-based Kundanlal Choudhury 15 years ago and have been paying him the same amount of Rs.500/- since then. Kundanlal's son, Anil, comes to Bombay to seek employment, and does get employed. His dad wants him to go and live with the Abhyankars, which he does.",2.634,/s76rBQ8BBqtKY0xpdtzfVYpRV0M.jpg,1986-05-19,Kirayadar,False,5.0,1
False,/xKmIqPB1sP4LNd4ZnILBt6AtzDu.jpg,"[28, 35, 10749, 18]",189542,hi,जयंताभाई की लव स्टोरी,"A street thug with a soft heart and a young, hot-headed former company executive end up as neighbours.",3.301,/ywbYwfKoY8WZYHLJLHn2btlJoD.jpg,2013-02-15,Jayantabhai Ki Luv Story,False,4.4,9
False,/ieXJR8u7x7KJzpxZPTZpah6VHFl.jpg,"[18, 10749]",407824,hi,Love Story,"Vijay is in love with Suman but she gets married to another man and eventually, he too marries another woman. Years later, their children happen to fall in love with each other.",1.913,/Asq9UNJYcvxHth7MVXJFvsNc6IT.jpg,1981-02-27,Love Story,False,5.5,2
False,,"[35, 18, 10749]",318146,hi,हमजोली,"A man, after marrying an heiress, plots his wife's murder and deserts his daughter, only to be shocked when his estranged daughter returns home years later.",1.413,/y2MI4CSqGrT22cPUL2zKBNM1yeq.jpg,1970-01-01,Humjoli,False,4.0,2
False,/11JS774HHvyD37ho9HHTr6V2RtV.jpg,[18],580371,hi,होटल मिलन,"Two friends start a hotel called Milan, a convenient destination for lovers to meet but things don't turn as planned as they are attacked by the anti-Romeo squad and political hooligans.",1.892,/m4yKwsEkhUDuGmeyxlZu7ZCeqJI.jpg,2018-11-16,Hotel Milan,False,2.0,1
False,/zYTUdAeUwHZLFqZXvMLhd1oOszh.jpg,"[18, 9648, 53]",71481,hi,404: Error Not Found,A brilliant student starts hallucinating after moving into a room that was occupied by another who committed suicide.,3.116,/6tnJO7Qo21ezcqz1ZBY8ex11Ru7.jpg,2011-05-20,404: Error Not Found,False,5.912,17
False,,[36],276879,hi,चित्रलेखा,"Chitralekha is a 1964 historical-philosophical Hindi film, directed by Kidar Sharma, starring Ashok Kumar, Meena Kumari and Pradeep Kumar. It was based on 1934 Hindi novel by the same name by Bhagwati Charan Verma about Bijgupta serving under the Maurya Empire and the king Chandragupta Maurya (340 BCE – 298 BCE) and his love for courtesan Chitralekha. Set in the back drop of the middle age society. The portrayal of the three tools wisdom, knowledge and power become superfluous in the absence of strength of character.",1.411,/e9Y5c9MpbqsXCiv82Ad1yAtd0E5.jpg,1964-01-01,Chitralekha,False,0.0,0
False,/vgebIxbL4b70sJds4QefKL7GK6o.jpg,"[878, 27, 18, 10749]",315243,hi,Chehre Pe Chehra,"Dr. Wilson is a humanitarian, and likes to believe that the worse part of a human can be separated and eliminated altogether, to this extent he experiments in various ways in his laboratory. One day he tries out a chemical solution on himself and lets his evil self, Blackstone, lose in bars, dark alleys, and with prostitutes. He is always able to control Blackstone, and comes home late at night to turn himself back to Dr. Wilson. Then things start to get out of control when Blackstone starts getting violent and killing people he dislikes, including Dr. Wilson; and Dr. Wilson finds Blackstone getting stronger, and out of his control, with a motive of taking over Dr. Wilson's life completely.",1.633,/xYhGuoFv9OtDDmFaIXGRnLoE1Ci.jpg,1981-03-13,Chehre Pe Chehra,False,4.0,1
False,/r9s2OS685111AMp0f283xNM6JL1.jpg,"[35, 18, 10751]",302520,hi,Ghar Ghar Ki Kahani,A dysfunctional family is in turmoil after the son of a mild-mannered man accuses his wife of having an affair.,3.291,/5CcTsbspcKXynC6azLM8O8PcwOu.jpg,1988-06-30,Ghar Ghar Ki Kahani,False,4.5,2
False,/lOMtR3gLcXSDkUjH7WizdHQ5coA.jpg,"[28, 18]",850476,hi,Daku Aur Jawan,"Birju and Ramu are brothers and have a friendly bond with each other, They do a lot of pranks with the villagers, but the pressure of the landlord and the urban bad guy Bhairon Singh leads villagers to pay a fee for their lands to work on them. This leads Ramu to join the army as a Jawan (Soldier). Bhairon Singh, with the help of Thakurain, plans to frame Birju as a criminal on the night of Janamashtmi. Bhairon Singh brutally rapes Ganga and steals the entire wealth from the safe of her father.",1.409,/v2OeiNjyk9l9xTZVwFKpGCLaHpk.jpg,1978-07-13,Daku Aur Jawan,False,0.0,0
False,/xHBTIgw2FE48ObgrBQ3JC5lPLDH.jpg,"[28, 18]",161459,hi,Maidan-E-Jung,"Daata Guru (Amrish Puri) is a wealthy, powerful, and influential head of a village. He owns and controls all the villagers and their properties. Anyone who dares to raise their voice against him is crushed by his employee, Shankar (Dharmendra), and his sons, Guman (Gulshan Grover) and Karan (Akshay Kumar). When Daata Guru learns that Shankar has abducted his widowed daughter-in-law, Lakhsmi (Jaya Pradha), and has married her, he is enraged and wants Shankar dead. Daata Guru also instigates Karan against Shankar, and threatens the villagers to cut off their water supply if they do not turn in Shankar to him. What will Shankar do to protect his new wife and himself from the wrath of Daata Guru and his men?",1.409,/i0kecYaFA4Rg9WfXriM4sj69kns.jpg,1995-04-13,Maidan-E-Jung,False,7.0,2
False,/olDo3MZGT7etXosH6eQAG4L7qrM.jpg,"[18, 36]",498713,hi,23rd March 1931: Shaheed,"Bhagat Singh, a freedom fighter, is arrested for killing the British official responsible for the death of his mentor Lala Lajpatrai. He is ultimately hanged for his misdeed.",1.408,/yBTVa6CQbN8WeKlsxOtqftafRac.jpg,2002-06-07,23rd March 1931: Shaheed,False,5.7,3
False,/vLIuDiYAafdm0IVnIVibAR9hAMG.jpg,"[28, 18]",1083241,hi,Baby John,"A DCP goes into hiding to bring up his daughter in a safe environment. However, after her life is threatened by deadly gangsters, he must face his past to protect his daughter.",1.595,/40XOOWOz2ptXISBT4E7k7Pq9ubz.jpg,2024-05-31,Baby John,False,0.0,0
False,,[53],482199,hi,Telephone,"Suresh is a wealthy businessman who discovers that his best friend / business partner Dinesh is extorting money, which prompts him to fire him. The disgruntled Dinesh then sets out for revenge, which involves blackmail and murder.",1.852,/fqtMJONCX8U2lYWfRgCpv6Inf2z.jpg,1985-08-14,Telephone,False,0.0,0
False,/dkAPpj1rcHpQTcZ8WgRfqKlSNFG.jpg,"[35, 28]",309689,hi,बॉम्बे 405 मील,"Two outlaws get in over their heads when they're suddenly entrusted with the care of a wealthy child. Beseeched by a dying man to look after the young Munni, the pair uncovers a puzzle when they try to locate her kin and collect a reward. Who is the man who answers their newspaper ad? And why do some think Munni is already dead? Is the girl actually in danger from her real father? Now, the two crooks must unravel the truth before it's too late.",2.102,/xQlwhwe0FxiBJBAfmaXbrztS9vT.jpg,1980-05-02,Bombay 405 Miles,False,0.0,0
False,/uRvLWmsqE3kALZNA02hA4v1EleS.jpg,"[10751, 28, 35, 80, 18, 10402]",232492,hi,Sachaa Jhutha,A penniless musician is unwittingly forced to trade places with a look-alike diamond merchant/thief causing a comedy of errors by everyone involved.,1.406,/gR4kqPLkSbOnOpGKz16FsmHsX1k.jpg,1970-05-01,Sachaa Jhutha,False,6.6,6
False,,"[35, 18]",306180,hi,Parivar,"A joint family consisting of four brothers, their wives, and their respective children, living under one roof. Some of the brothers are professionls, one a lawyer, a doctor, and others businessmen. They are a happy family, living and sharing each other's joys and sorrows. Then one day, an arguement breaks out over a glass of milk, and the entire family is thrown into chaos, and the only resolution seems to be nothing but dividing the entire property amongst the brothers and their respective families.",2.602,/nvqfUEM9gTtlgP5bgFxcPCrmAYf.jpg,1956-01-01,Parivar,False,0.0,0
False,/337tdyrMVjpbuVRc69w0EOqFT7J.jpg,"[35, 10749]",159434,hi,गुड बॉय बैड बॉय,Two college students exchange their classes after the college management mixed their identical names by mistake.,2.673,/6jF4GKaEgEFjMeU0udVJaJr4xLd.jpg,2007-05-11,"Good Boy, Bad Boy",False,4.6,19
False,/uIYUiOAPP6kE06ZI9E1CQiAbwDN.jpg,"[18, 27, 53]",706915,hi,मैं ज़रूर आऊंगा,"A successful businessman, Yash Malhotra falls in love and marries a beautiful model named Lisa. Their marital bliss is disrupted by the entry of a fashion photographer named Peter who connects with Lisa and this betrayal leads to a series of dangerous consequences.",1.672,/tq9mZ3aUQmHcMNi4xxvNTRMRLjm.jpg,2019-09-27,Main Zaroor Aaunga,False,3.5,2
False,,"[28, 10749]",308272,hi,Zulm Ki Hukumat,"Film from Dharmendra, Moushumi Chatterjee, Govinda",2.601,/6Jn2IsXAORJChZPT6gEB70lGfh5.jpg,1992-07-17,Zulm Ki Hukumat,False,0.0,0
False,/bjtrwMfmYNrY4TxkNaTVCpEe0s0.jpg,"[35, 18]",1022469,hi,शिव शास्त्री बलबोआ,"Shiv Shastri, a retiree from India and a big Rocky movie fan moves to the USA and ends up on an unexpected road trip through the American heartland which teaches that it's never too old to reinvent yourself.",2.27,/5BQ08rSNniscpTEl2VAQNNAY6LC.jpg,2023-02-10,Shiv Shastri Balboa,False,5.0,4
False,/vTlV7k36bVegPZd92YSTprsqG7d.jpg,"[28, 80]",399459,hi,वीरप्पन,"The journey of the world's most notorious sandalwood and ivory smuggler, Veerappan who was finally captured on October 18, 2004.",3.256,/lTjUZjv8cRpGSsMma22QqD3tl7l.jpg,2016-05-27,Veerappan,False,5.9,5
False,/nmU2MnsbLxbnE7rXFLCX2FmddBU.jpg,"[18, 10749]",307452,hi,डोली,"Amar and Prem, college friends, and Asha and Shobana form friendships. Marriages are arranged, but dowry demands a US ticket. Prem returns, becomes office predator, and Asha endures harassment to pay off debts.",1.403,/ts8SrbuWf98cahZwXgkC7D9tD7h.jpg,1969-01-01,Doli,False,6.0,1
False,/5eZTePdvoQYv6Aq6n5UzpqnYv2m.jpg,[18],104438,hi,तृष्णा,"Dr. Sunil Gupta lives a wealthy lifestyle with his wife, Aarti. Although they have been married for several years, they do not have any children. Aarti did get pregnant once, but failed to conceive. Aarti decides to travel to take a break in their Khandala bungalow, which is also in the neighborhood of Aarti's sister Vidya, her son, Raju and her husband's house. Since her bungalow is being decorated by Vinod, whom she remembers as her fellow collegian, both spend considerable time together. When Vinod finds out that Aarti is basically alone most of the time, he proposes to her - but Aarti rejects him, a physical tussle ensues, Aarti grabs a revolver, a shot is fired, Vinod falls down the stairs and dies. Vidya assists Aarti in disposing off his body.",1.403,/b6a69U86KTPu7yZIk14WU1Uu9Vb.jpg,1978-07-15,Trishna,False,7.5,2
False,,[],728196,hi,Anita,"While attending her sister’s wedding in India, Anita tells her family of some big news and is pushed to question whether her life in America is any better than those in her hometown.",2.895,/AitKPMTUo0fHjFRQkYXXqkzcaSJ.jpg,2020-09-11,Anita,False,3.0,1
False,,"[27, 10749]",520914,hi,3 AM - A Paranormal Experience,The story of the movie revolves around three friends who are going to make a reality show on the existence of ghosts in the world.,1.415,/hn0ohGYIwTU9vaZyVr1iqAIYegX.jpg,2014-09-26,3 AM - A Paranormal Experience,False,4.0,2
False,/2rNjWZQRCxxqLjieWC3zDeRy2QW.jpg,[18],493622,hi,The Killer,A cold-blooded contract killer hires the services of a cab driver for a full night. He forces the driver to go around Dubai as he keeps finishing off witnesses scheduled to testify against a gangster.,1.722,/4xrcGOcKE7giTjZcM3h6VqfCL7q.jpg,2006-07-21,The Killer,False,2.8,4
False,/nxpfZzJTm83mccAdFjEEU4bJnsF.jpg,[],376541,hi,Charanon Ki Saugandh,"Charanon Ki Saugandh is a 1988 Hindi-language Indian feature film directed by K. Bapaiah, starring Mithun Chakraborty, Amrita Singh, Nirupa Roy, Prem Chopra, Kader Khan, Shakti Kapoor, Raj Kiran and Kader Khan.",1.402,/ap9xR3Pyh3hXucYMtsZsCMmTJfi.jpg,1988-04-22,Charanon Ki Saugandh,False,10.0,1
False,/bh7uIB4vvio1tWvLPiAUi8PN9Fn.jpg,[],161442,hi,Waqt Hamara Hai,"One-time rival collegians, Vikas Sabkuchwala and Sunil, are now friends and in love with sisters Ayesha and Mamta Vidrohi, who they would like to marry. But their politician father wants a size-able dowry as well as well-placed sons-in-laws, and refuses to have to do anything with them. The foursome get together and arrange the fake kidnapping of the sisters so as to extort a large sum of money from Vidrohi. Things go completely out of control and awry, when Vikas and Sunil find out that the kidnapping has taken place - not by them - but by notorious international terrorist and seemingly invincible Colonel Chikara.",1.402,/kvLDoThQibqHqXu3KrkIwelUOwC.jpg,1993-06-22,Waqt Hamara Hai,False,5.8,4
False,,[],304256,hi,Kinare Kinare,"After losing his family during partiton Puran is taken in by a landowner and he falls in love with the daughter, Neelu, but is unable to declare his love and then Neelu falls in love with Kamal, a young graduate from Bombay.",1.631,/5z4hYWMbBQhohb41N2GIrWEKxCi.jpg,1963-01-01,Kinare Kinare,False,6.0,1
False,/4JxCmscZLDxEYbWMwS2VMunJMxl.jpg,"[10749, 18]",172111,hi,Jhanak Jhanak Payal Baaje,"Dancer maestro Mangal Maharaj wants his son, Girdhar, who is a dancer par excellence, to enter the once-in-ten-years Nateshwar Utsav dance competition, win it, and be crowned the Bharat Natraj. While Girdhar can do a solo dance number, he is also required to dance the Shiv-Parvati Tandav dance with a female partner. Mangal Maharaj would like Roopkala to be his partner, but ends up being disappointed with her. Now with only a year left for the Utsav, he chances upon talented dancer and singer, Neeladevi, and recruits her. He subjects her to strenuous training and he is pleased with her performance. Then he finds out that Girdhar and Neela have fallen in love with each other, and their involvement is interfering with their performance. Unhappy with Neeladevi, he dismisses her, and sets forth to look for another dancer. The question remains: Will he be able to find another one, train her, and make her compete just in time for the Utsav, or will he lose this opportunity altogether and ...",3.268,/cKsFF6Zg1etQ0B4IWz5bQSKDBtH.jpg,1955-05-27,Jhanak Jhanak Payal Baaje,False,6.0,2
False,,[37],159653,hi,Daulat Ki Jung,"Bhushan Chaudhry (Shafi Inamdar) and Mr. Agarwal (Tiku Talsania) are business rivals, and hate each other. Their children, Rajesh Chaudhry (Aamir Khan) and Asha Agarwal (Juhi Chawla) study in the same class in college, and are in love with each other. Both are terrified of what their parents will do when they find out about their romance. And when the parents do find out, all kinds of restrictions are placed on them. Unable to stay away from each other, they elope in a stolen car. On the way, they come across an injured man, and decide to take him to hospital. Little knowing that helping this stranger will not only change their lives forever, but also place their lives in danger.",2.56,/6hyO0QG9K0TczBTnn8M4p752wtB.jpg,1992-06-18,Daulat Ki Jung,False,6.4,7
False,,[18],509816,hi,Nadaan,"Rivalry has existed between Ranimaa and a small and hostile community. The passage of time has only widened the gap between the two. When Ranimaa's heir apparent, Seema, attempts to make peace, she is severely reprimanded by Ranimaa. Then Seema meets with Ajay Jain and both fall in love. When Ranimaa finds out about this, she indicates her disapproval of Ajay. Seema, however, is adamant about this, and will only marry Ajay, and wants peace between the two communities. Finally, Ranimaa agrees to make peace with the tribe, only to be blackmailed by Manghu, who knows that Ranimaa's had a questionable past, a past so terrible that she will kill anyone who will dare to reveal it.",1.399,,1971-08-20,Nadaan,False,0.0,0
False,/7p52qOJE6g8cWpoDz5IhQQq0Jcv.jpg,[27],115905,hi,कालो,"The passengers of a bus are stranded by a flat tire and they face the horror of a seemingly-invincible winged Kaalo--who can not only travel under the sand but also fly, and who is determined to fulfill her deadly agenda at any cost.",1.473,/flczGLLtla3r2KqX5nunHmjPR78.jpg,2010-12-17,Kaalo,False,4.9,4
False,/pZdJJH9mNRfBrUitEG6vHPqfBvg.jpg,"[28, 18, 80, 53]",540313,hi,Udaan,"A wealthy industrialist who refuses to doctor his product is killed by his corrupt business partners (the great trio of Danny Denzongpa, Dilip Tahil, and Prem Chopra), and his share of the company goes to his daughter Versha (Rekha). When she begins to figure out the truth, the nefarious partners conspire to have her locked in a mental institute--but that's not enough to stop our heroine, who makes some new, insane friends and returns with revenge on her mind.",1.399,/eWszaR1TBt0ekGlgF7Sm2rMoY4E.jpg,1997-10-03,Udaan,False,6.0,3
False,/fB7dB9FZE01s1QWJthrnxsj4JN7.jpg,[],410266,hi,Taaqatwar,"Amar Sharma, an honest police officer, seeks help from John, a criminal, in a bid to nab the gangster who is responsible for his father's death.",2.16,/h8OO0OoYSV93Fm73axZ8m2l77aM.jpg,1989-06-16,Taaqatwar,False,7.5,2
False,,[18],279192,hi,औरत,"Radha is a resolute mother, who strives hard against poverty and a lecherous money lender to feed her two sons who grew up with contrasting temperament.",2.381,/xcNGQ2AiqplmseDpi94xWZEVj3P.jpg,1940-01-02,Aurat,False,5.0,1
False,/qXp4sQEq1xyTY6lwxSNaeTzCaRn.jpg,"[28, 12, 18, 53]",170845,hi,Karma,"When senior police inspector Vishwa Pratap Singh arrests Dr. Michael Dang, the leader of the international terrorist group PSO, the group blast the jail Dang is lodged in killing huge numbers of inmates including two of Vishwa's sons and his daughter-in-law; with Dang escaping in the process. Vishwa, who now calls himself Dada Thakur, is determined to put an end to Dang and his PSO gang. He enlists three death row inmates, Baiju Thakur, Johnny and former terrorist Khairuddin Kisti, Thakur personally trains to become disciplined fugitive hunters, and sets out to avenge his family's slaughter.",2.46,/vN0o0M9ftz1yd3vFYTmb78ZvYoi.jpg,1986-08-08,Karma,False,7.25,12
False,,[27],415908,hi,मछली जल की रानी है,"It's not just a matter of one spirit, it's a matter of multiple possessions in one body.",1.974,/qEfUXaWvIEXiKdkfMAuAa12dukR.jpg,2014-06-13,Machhli Jal Ki Rani Hai,False,4.5,4
False,,[],504389,hi,Fauji,"Arjun lives a poor lifestyle in Madhopur along with his school-master dad, Bansilal, mom, and sister. His family is abused by Thakur Suryanarayan Singh's men and are forced to leave the region. Years later Arjun returns to avenge this humiliation but ends up getting arrested for killing a village belle, Tulsi, while his father gets killed by bandit Dhurjan Singh. Arjun is tried in Court, found guilty, and sentenced to life imprisonment, but with the help of another bandit, Shamsher Singh, escapes and kills Thakur Karan Singh. He then joins forces with Shamsher to kill Suryanarayan Singh and Dhurjan.",1.396,/otYJL1su9ZKyQrbdVlp9QVp0nft.jpg,1995-10-13,Fauji,False,0.0,0
False,/yU7UmDyj416dRBUsZyS7Ndn4TZQ.jpg,"[10749, 10402]",276855,hi,Teen Devian,"Devdutt Anand works in a company selling musical instruments, and is always late for work, infuriating his boss, I.S. Johar. Things change for the better when Johar finds out that Devdutt has a talent for writing poems, and he gets Devdutt to write and even gets them published for him. While traveling home by bus, he meets with Nanda, who has come to live in his neighborhood, and both are attracted to each other. One night Devdutt comes to the assistance to Bollywood movie actress Kalpana when her car breaks down, she finds out he is a poet and both are attracted to each other. Devdutt is asked to deliver a piano to the palatial house of a wealthy woman named Simi alias Radha Rani. She too is impressed by Devutt's poems and invites him over to her house for a party, and again both are attracted to each other. Knowing fully well that he cannot marry three women in his country, a tortured and uncertain Devdutt must now make up his mind as who he wants as his life-partner.",2.63,/vZwyGWcuXvvOz4oxPMNpYFRGaTk.jpg,1965-01-01,Teen Devian,False,6.0,1
False,/h3GpMHVX7m1h7qq02rsb6FK8DzN.jpg,[],171199,hi,वैसा भी होता है - द्वितीय,"Revolves around a hapless copywriter torn between his crazy police officer fiancee and his new best friend, a hit man who inadvertently involves him underworld.",1.395,/8oHDV3wXaTAykyVsWUPAlI8y3cP.jpg,2003-11-14,Waisa Bhi Hota Hai: Part II,False,7.0,5
False,/glsf0fdVV4BZ1zO36oMtae7Q5j5.jpg,"[35, 18]",616172,hi,Jhootha Kahin Ka,"Two boys go to Mauritius to study and love it so much there, that they are reluctant to return home. Rishi plays Omkar's dad who turns up from the village to surprise him and is in turn surprised by his son's lifestyle.",3.198,/16wSDN9rSPKiQxiQivjLcQ3cfxG.jpg,2019-07-19,Jhootha Kahin Ka,False,6.5,3
False,,"[35, 27, 28, 12]",534139,hi,गो गोआ गॉन 2,,2.098,/ebLaCcHNBmYXPXsCeoYfjsGfeDh.jpg,,Go Goa Gone 2,False,0.0,0
False,/78kjwa70EurfB3XaNb6y0gZ2NbQ.jpg,"[18, 10751]",306136,hi,Bandie,"Maharaj Brajbhan lives a wealthy lifestyle in Bharatpur, India along with his wife, Badi Rani, but have been unable to conceive for Bharatpur, and have no choice but to leave it's reigns with Brajban's widowed cousin, Vikram, and his son, Kanchan. When Vikram finds out that Badi Rani is pregnant, he plots to first sully her character by having her abducted, then shunned by the Maharaj, and then decides to have her killed. But her killer has a change of heart and lets her live. She gives birth to a son, names him Bhola, and starts living a simple lifestyle in a Mandir with the help of it's Poojary. Years later Vikram finds out she is alive and kills her, as well the Poojary and the Poojary's son. Bhola witnesses this, manages to escape, starts to live with a poor widow, grows up uneducated, and makes a living through crime.",2.158,/r4qUBQdSbywDOQEWtGRu1tmVKWB.jpg,1978-03-10,Bandie,False,6.0,2
